"SL","Title","Description Summary","Price","Base Price","Discount Price"," Quantity"," Size"," Condition"," Status"," Is Featured"," Cat ID"," SubCat ID"," ChildCat ID"," Barnd ID"," SKU"," Weight"," Lenght"," Height"," Width"," Is Physical"," Warehouse"," Template"," Backorder"," Discount Option"," SPH"," DIA"," CYL"," AXIS"," RAD"," COLOR"," ADD"," UPC"," VTO"," VTO Url"," Lens Option"," Gender Man"," Gender Woman"," B2B Option"," Ek Price"," Discount"," Photo"
"999","BEAM SPLITTER(FOR TOPCON TYPE)","","1230","1,230","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124313","0","","0","0","0","1","615","0",""
"1000","CT60N"," PHOROPTOR ","1250","1,250","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123825","0","","0","0","0","1","625","0","pr-ct60n433.jpg"
"1001","CT1955","ELECTRONIC CHAIR","1254","1,254","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124377","0","","0","0","0","1","627","0","pr-ct1955483.jpg"
"1002","LOCK SCREWS WITH PLASTIC COATING 10-2014114F","","1304","1,304","","10","","default","active","0","188","90","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123760","0","","0","0","0","1","652","0","pr-20134915140.jpg"
"1003","LOCK SCREWS WITH PLASTIC COATING 10-2514114F ","10000Stk.","1304","1,304","","10","","default","active","0","188","91","","6","10-2514114F","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123620","0","","0","0","0","1","652","0","pr-20134915140.jpg"
"1004","CT-80B ","PHOROPTOR(MORE COPPERY PARTS INSIDE, FEW ALUMINUM AND STAINLESS STEEL PARTS)","1330","1,330","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123826","0","","0","0","0","1","665","0","pr-ct80bwhite436.jpg"
"1005","HINGE SCREWS-THREAD FINDER 10-1814106B  ","10000Stk.","1340","1,340","","10","","default","active","0","188","91","","6","10-1814106B","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123579","0","","0","0","0","1","670","0","pr-20134913136.jpg"
"1006","HINGE SCREWS-THREAD FINDER 10-1814111B  ","","1340","1,340","","10","","default","active","0","188","90","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123723","0","","0","0","0","1","670","0","pr-20134913040.jpg"
"1007","HINGE SCREWS-THREAD FINDER 10-1814116B ","10000Stk.","1340","1,340","","10","","default","active","0","188","91","","6","10-1814116B","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123580","0","","0","0","0","1","670","0","pr-20134913136.jpg"
"1008","D-910 AUTO LENSMETER(WITH PD, PUPIL HEIGHT, PRINTER & UV TESTER, CAPACITIVE TOUCH SCREEN)","","1360","1,360","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124274","0","","0","0","0","1","680","0",""
"1009","FRAMELESS SCREWS 220-2814106  ","10000Stk.","1384","1,384","","10","","default","active","0","188","91","","6","220-2814106","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123610","0","","0","0","0","1","692","0",""
"1010","FRAMELESS SCREWS 723-2514106 ","","1384","1,384","","10","","default","active","0","188","90","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123751","0","","0","0","0","1","692","0",""
"1011","COU780 ","OPHTHALMIC STAND(WITHOUT CHAIR)","1390","1,390","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123820","0","","0","0","0","1","695","0","pr-cou780348.jpg"
"1012","BEAM SPLITTER(FOR HAAG-STREIT TYPE)","","1480","1,480","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123867","0","","0","0","0","1","740","0",""
"1013","COU-320","OPHTHALMIC UNIT","1490","1,490","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124262","0","","0","0","0","1","745","0","pr-cou320339.jpg"
"1014","FRAMELESS SCREWS 10-1812120  ","10000Stk.","1516","1,516","","10","","default","active","0","188","91","","6","10-1812120","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123607","0","","0","0","0","1","758","0",""
"1015","FRAMELESS SCREWS 13-2512120  ","","1516","1,516","","10","","default","active","0","188","90","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123749","0","","0","0","0","1","758","0",""
"1016","FRAMELESS SCREWS 520-2512126","10000Stk.","1516","1,516","","10","","default","active","0","188","91","","6","520-2512126","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123608","0","","0","0","0","1","758","0",""
"1017","FRAMELESS SCREWS 723-2512106 ","10000Stk.","1516","1,516","","10","","default","active","0","188","91","","6","723-2512106","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123606","0","","0","0","0","1","758","0",""
"1018","STAND FOR HYPERION DIGITAL HAND-HELD  SLIT LAMP (HSL)","","1570","1,570","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123845","0","","0","0","0","1","785","0",""
"1019","STAND FOR LUNA PLUS HAND-HELD FUNDUS CAMERA","","1570","1,570","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124303","0","","0","0","0","1","785","0",""
"1020","SK-R DIGITAL APPLANATION TONOMETER","","1600","1,600","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123884","0","","0","0","0","1","800","0","pr-sk-r234.png"
"1021","SK-T DIGITAL APPLANATION TONOMETER","","1600","1,600","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124330","0","","0","0","0","1","800","0","pr-sk-t,r,q236.jpg"
"1022","SL-1 (KJ5S) PORTABLE SLIT LAMP","","1600","1,600","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123885","0","","0","0","0","1","800","0","pr-sl-1238.jpg"
"1023","ACP-901 LED VISION CHARTS(LED,17"")","","1680","1,680","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124232","0","","0","0","0","1","840","0","pr-acp-901298.jpg"
"1024","CT-80 ","PHOROPTOR(MORE COPPERY PARTS INSIDE)","1700","1,700","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124271","0","","0","0","0","1","850","0",""
"1025","BL-2000"," SLIT LAMP","1780","1,780","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123806","0","","0","0","0","1","890","0","pr-bl-2000329.jpg"
"1026","SK-Q DIGITAL APPLANATION TONOMETER","","1780","1,780","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124329","0","","0","0","0","1","890","0","pr-sk-q233.png"
"1027","CT5412S DIGITAL DRILLING MACHINE","<p><span style=""color:rgb(0,0,0);""><i><strong>Features:</strong></i></span></p><p><span style=""color:rgb(0,0,0);"">1. The operation procedures are highly intelligent and totally digital.</span></p><p><span style=""color:rgb(0,0,0);"">2. Compared to the hole position of pattern lenses, it has higher process accuracy whose process deviation is less than 0.075mm in both X-axis and Y-axis.</span></p><p><span style=""color:rgb(0,0,0);"">3. It has auto-position clamping equipment which allows to remain the same process accuracy after the change of clamps.</span></p><p><span style=""color:rgb(0,0,0);"">4. The screen shows the drill position and coordinates data, and gives guidance to the operation.</span></p><p><span style=""color:rgb(0,0,0);"">5. The hole position memory function allows to process the set hole positions continuously.</span></p><p><span style=""color:rgb(0,0,0);"">6. Original pattern measurement mode and mirroring function measurement mode.</span></p><p><span style=""color:rgb(0,0,0);"">7. The head can automatically reposition if it’s removed from its position accidently.</span></p><p><span style=""color:rgb(0,0,0);"">8. The instrument drills automatically in a set order, and can be corrected by pressing the number button if any hole is missed by wrong operations.</span></p><p><br>&nbsp;</p><p><span style=""color:rgb(0,0,0);""><i><strong>Parameters:</strong></i></span></p><p><span style=""color:rgb(0,0,0);"">1. Dimension: 302*228*270mm</span></p><p><span style=""color:rgb(0,0,0);"">2. Power requirement: 100-240V/50-60HZ &nbsp;AC DC24V 50W</span></p><p><span style=""color:rgb(0,0,0);"">3. Weight: 5kgs</span></p>","1874","1,874","","10","","default","active","1","86","","","6","ct5412s","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124524","0","","0","0","0","1","937","0","pr-ct5412s613.jpg"
"1028","BL-1/BL-8001 KERATOMETER WITH TABLE","","1960","1,960","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124251","0","","0","0","0","1","980","0",""
"1029","YZ25C RECHARGEABLE INDIRECT OPHTHALMOSCOPE","","2030","2,030","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124344","0","","0","0","0","1","1015","0","pr-yz25c285.jpg"
"1030","ALE-903 AUTO LENS EDGER (WITH CT5104 PATTERN DRILLING MACHINE & CT5601N CENTERING DEVICE)","","2040","2,040","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124239","0","","0","0","0","1","1020","0","pr-ale-903wheel306.jpg"
"1031","I. CAMERA","","2040","2,040","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123907","0","","0","0","0","1","1020","0",""
"1032","S260C SLIT LAMP(LED,ZEISS STYLE, 2 MAGNIFICATION) WITHOUT TABLE","","2120","2,120","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124309","0","","0","0","0","1","1060","0",""
"1033","BL-3000/BL-Ⅲ SLIT LAMP  ","","2280","2,280","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124252","0","","0","0","0","1","1140","0","pr-bl-3000330.jpg"
"1034","ALE-905  AUTO LENS EDGER(WITH CT5104 PATTERN DRILLING MACHINE & CT5601N CENTERING DEVICE, CR-39 WHEEL)","","2360","2,360","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124241","0","","0","0","0","1","1180","0","pr-ale-905307.jpg"
"1035","S350C SLIT LAMP(2 MAGNIFICATIONS) WITHOUT TABLE","","2420","2,420","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123864","0","","0","0","0","1","1210","0","pr-s350c2x214.jpg"
"1036","ALE-906  AUTO LENS EDGER(WITH CT5104 PATTERN DRILLING MACHINE & CT5601N CENTERING DEVICE, PC WHEEL)","","2460","2,460","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124242","0","","0","0","0","1","1230","0","pr-ale-906308.jpg"
"1037","COU660","OPHTHALMIC UNIT","2550","2,550","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123814","0","","0","0","0","1","1275","0",""
"1038","SW-100 PORTABLE KERATOMETER","","2600","2,600","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123887","0","","0","0","0","1","1300","0",""
"1039","ALE-904  AUTO LENS EDGER(WITH CT5104 PATTERN DRILLING MACHINE & CT5601N CENTERING DEVICE, PC WHEEL)","","2640","2,640","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124240","0","","0","0","0","1","1320","0",""
"1040","ALE-907  AUTO LENS EDGER(WITH CT5104 PATTERN DRILLING MACHINE & CT5601N CENTERING DEVICE, PC WHEEL)","","2640","2,640","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124243","0","","0","0","0","1","1320","0","pr-ale-907309.jpg"
"1041","COU710","OPHTHALMIC UNIT","2710","2,710","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124260","0","","0","0","0","1","1355","0",""
"1042","LS-3 SLIT LAMP(LED, 3 MAGNIFICATIONS) WITHOUT TABLE, WITH METAL PLATE","","2730","2,730","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123852","0","","0","0","0","1","1365","0","pr-ls-3180.jpg"
"1043","CM-87","MIRROR CHART(LED BULBS)","2740","2,740","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123811","0","","0","0","0","1","1370","0",""
"1044","COU500","OPHTHALMIC UNIT","2800","2,800","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124259","0","","0","0","0","1","1400","0",""
"1045","COU720","OPHTHALMIC UNIT","2800","2,800","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123815","0","","0","0","0","1","1400","0",""
"1046","FA-6000A AUTO-REFRACTOMETER ","","2800","2,800","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123833","0","","0","0","0","1","1400","0",""
"1047","FA-6100C AUTO-REFRACTOMETER ","","2800","2,800","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124281","0","","0","0","0","1","1400","0","pr-fa6100c133.jpg"
"1048","YZ5X SLIT LAMP WITH TABLE(ZEISS TYPE)","","2832","2,832","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124340","0","","0","0","0","1","1416","0","pr-yz5x268.jpg"
"1049","S260 SLIT LAMP(LED, ZEISS STYLE, 5 MAGNIFICATIONS) WITHOUT TABLE","","2840","2,840","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123863","0","","0","0","0","1","1420","0","pr-s260ss280s3x212.jpg"
"1050","LS-4 SLIT LAMP(LED, 5 MAGNIFICATIONS) WITHOUT TABLE, WITH METAL PLATE","","2880","2,880","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124298","0","","0","0","0","1","1440","0","pr-ls-4181.jpg"
"1051","AR-6500 AUTO REFRACTOMETER","","3000","3,000","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124248","0","","0","0","0","1","1500","0","pr-ar6500321.jpg"
"1052","COU500N","OPHTHALMIC UNIT","3000","3,000","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124263","0","","0","0","0","1","1500","0","pr-cou500n341.jpg"
"1053","FA-6100CK AUTO REFRACTO-KERATOMETER ","","3000","3,000","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123836","0","","0","0","0","1","1500","0",""
"1054","SK-2000A A SCAN","","3050","3,050","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123880","0","","0","0","0","1","1525","0","pr-sk-2000a231.jpg"
"1055","SW-1000 A-SCAN(BIOMETER)","","3060","3,060","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123888","0","","0","0","0","1","1530","0",""
"1056","SW-1000P PACHYMETER","","3060","3,060","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124334","0","","0","0","0","1","1530","0","pr-sw1000p250.jpg"
"1057","SW-500 REBOUND TONOMETER","","3060","3,060","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124333","0","","0","0","0","1","1530","0","pr-sw-500247.jpg"
"1058","CT1954","ELECTRONIC CHAIR","3100","3,100","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123932","0","","0","0","0","1","1550","0","pr-ct1954482.jpg"
"1059","RM-160 AUTO REFRACTOMETER","","3100","3,100","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123861","0","","0","0","0","1","1550","0",""
"1060","COU890 "," OPHTHALMIC UNIT ","3120","3,120","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123822","0","","0","0","0","1","1560","0","pr-cou890352.jpg"
"1061","YZ5J SLIT LAMP  WITH TABLE","","3120","3,120","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123893","0","","0","0","0","1","1560","0","pr-yz5j264.jpg"
"1062","S360S SLIT LAMP(LED, 3 MAGNIFICATIONS) WITHOUT TABLE","","3162","3,162","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123865","0","","0","0","0","1","1581","0","pr-s360s350s_3x218.jpg"
"1063","COU510/520","OPHTHALMIC UNIT","3180","3,180","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124264","0","","0","0","0","1","1590","0","pr-cou510342.jpg"
"1064","FA-6100A AUTO-REFRACTOMETER ","","3200","3,200","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124280","0","","0","0","0","1","1600","0","pr-fa6100a132.jpg"
"1065","YZ38","KERATOMETER","3250","3,250","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123898","0","","0","0","0","1","1625","0","pr-yz38289.jpg"
"1066","RK-160 AUTO REFRACTO-KERATOMETER","","3300","3,300","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124306","0","","0","0","0","1","1650","0","pr-rk-160208.jpg"
"1067","RM-800 AUTO REFRACTOMETER","","3320","3,320","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123862","0","","0","0","0","1","1660","0","pr-rm800209.jpg"
"1068","YZ5X1 SLIT LAMP WITH TABLE (ZEISS TYPE)","","3346","3,346","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123895","0","","0","0","0","1","1673","0","pr-yz5x1269.jpg"
"1069","COU980","OPHTHALMIC UNIT","3400","3,400","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124261","0","","0","0","0","1","1700","0",""
"1070","FA-6100AK AUTO REFRACTO-KERATOMETER","","3400","3,400","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123835","0","","0","0","0","1","1700","0",""
"1071","FA-6500 AUTO-REFRACTOMETER(TOUCH SCREEN)","","3400","3,400","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124282","0","","0","0","0","1","1700","0","pr-fa6500k134.jpg"
"1072","FA-6800 AUTO-REFRACTOMETER(TOUCH SCREEN)","","3400","3,400","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124283","0","","0","0","0","1","1700","0","pr-fa6800k135.jpg"
"1073","COU510C/520C OPHTHALMIC UNIT","","3430","3,430","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124265","0","","0","0","0","1","1715","0","pr-cou510c344.jpg"
"1074","COU900N "," OPHTHALMIC UNIT ","3430","3,430","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123823","0","","0","0","0","1","1715","0","pr-cou900n354.jpg"
"1075","COU900B "," OPHTHALMIC UNIT ","3480","3,480","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124268","0","","0","0","0","1","1740","0","pr-cou900b353.jpg"
"1076","LS-1A","PORTABLE SLIT LAMP","3494","3,494","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123851","0","","0","0","0","1","1747","0",""
"1077","COU500A","OPHTHALMIC UNIT","3500","3,500","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123817","0","","0","0","0","1","1750","0","pr-cou500a340.jpg"
"1078","COU510A","OPHTHALMIC UNIT","3500","3,500","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123818","0","","0","0","0","1","1750","0","pr-cou510a343.jpg"
"1079","COU520B","OPHTHALMIC UNIT","3500","3,500","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123819","0","","0","0","0","1","1750","0","pr-cou520b346.jpg"
"1080","HYPERION DIGITAL HAND-HELD  SLIT LAMP (HSL)","","3500","3,500","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123844","0","","0","0","0","1","1750","0",""
"1081","YZ5F SLIT LAMP WITH TABLE","","3528","3,528","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123892","0","","0","0","0","1","1764","0","pr-yz5f11263.jpg"
"1082","COU790 ","OPHTHALMIC UNIT(WITHOUT CHAIR)","3530","3,530","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124266","0","","0","0","0","1","1765","0","pr-cou790349.jpg"
"1083","FA-6500K AUTO REFRACTO-KERATOMETER(TOUCH SCREEN)","","3600","3,600","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123837","0","","0","0","0","1","1800","0",""
"1084","FA-6800K AUTO REFRACTO-KERATOMETER(TOUCH SCREEN)","","3600","3,600","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123838","0","","0","0","0","1","1800","0",""
"1085","S360 SLIT LAMP(LED, 5 MAGNIFICATIONS) WITHOUT TABLE","","3604","3,604","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124310","0","","0","0","0","1","1802","0","pr-s360s350s_3x218.jpg"
"1086","RK-800 AUTO REFRACTO-KERATOMETER","","3660","3,660","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124307","0","","0","0","0","1","1830","0",""
"1087","FRAMELESS SCREWS 820-2512107","","3736","3,736","","10","","default","active","0","188","90","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123748","0","","0","0","0","1","1868","0",""
"1088","FRAMELESS SCREWS 820-2514126","","3736","3,736","","10","","default","active","0","188","90","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123753","0","","0","0","0","1","1868","0",""
"1089","COU800A"," OPHTHALMIC UNIT ","3850","3,850","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124267","0","","0","0","0","1","1925","0",""
"1090","SELF-CUTTING SCREWS WITH TRANSPARENT INSERT 20-1813115F ","10000Stk.","3880","3,880","","10","","default","active","0","188","91","","6","20-1813115F","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123597","0","","0","0","0","1","1940","0","pr-20134914150.jpg"
"1091","SELF-CUTTING SCREWS WITH TRANSPARENT INSERT 20-1814115F ","","3880","3,880","","10","","default","active","0","188","90","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123739","0","","0","0","0","1","1940","0","pr-20134914150.jpg"
"1092","SELF-CUTTING SCREWS WITH TRANSPARENT INSERT 20-1815115F ","10000Stk.","3880","3,880","","10","","default","active","0","188","91","","6","20-1815115F","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123598","0","","0","0","0","1","1940","0","pr-20134914150.jpg"
"1093","SW-1000AP  A-SCAN(BIOMETER & PACHYMETER COMBINE UNIT)","","3960","3,960","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123889","0","","0","0","0","1","1980","0",""
"1094","LS-1B","PORTABLE SLIT LAMP","4190","4,190","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124297","0","","0","0","0","1","2095","0","pr-ls-1b179.jpg"
"1095","COU-102A","OPHTHALMIC UNIT","4240","4,240","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123816","0","","0","0","0","1","2120","0",""
"1096","LOCK SCREWS WITH PLASTIC RING 10-201445F ","","4280","4,280","","10","","default","active","0","188","90","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123754","0","","0","0","0","1","2140","0","pr-20134914922.jpg"
"1097","LOCK SCREWS WITH PLASTIC RING 10-201463F ","","4280","4,280","","10","","default","active","0","188","90","","6","","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123755","0","","0","0","0","1","2140","0","pr-20134914922.jpg"
"1098","LOCK SCREWS WITH PLASTIC RING 13-181443F ","10000Stk.","4280","4,280","","10","","default","active","0","188","91","","6","13-181443F","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123613","0","","0","0","0","1","2140","0","pr-20134914922.jpg"
"1099","LOCK SCREWS WITH PLASTIC RING 13-181460F","10000Stk.","4280","4,280","","10","","default","active","0","188","91","","6","13-181460F","","","","","yes","34","Werkstattbedarf","enable","3","","","","","","","","123614","0","","0","0","0","1","2140","0","pr-20134914922.jpg"
"1100","FA-100 PRO   AUTO-REFRACTOMETER ","","4320","4,320","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124279","0","","0","0","0","1","2160","0","pr-fa-100k129.jpg"
"1101","YZ20P OPERATION MICROSCOPE","","4400","4,400","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124348","0","","0","0","0","1","2200","0","pr-yz20p274.jpg"
"1102","FA-100K PRO   AUTO REFRACTO-KERATOMETER","","4520","4,520","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123834","0","","0","0","0","1","2260","0","pr-fa-100k129.jpg"
"1103","YZ20P5 OPERATION MICROSCOPE","","4740","4,740","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123903","0","","0","0","0","1","2370","0","pr-yz20p5275.jpg"
"1104","AP-800 AUTO PHOROPTER","","4760","4,760","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124246","0","","0","0","0","1","2380","0","pr-ap-800317.jpg"
"1105","YZ5G SLITLAMP WITH TABLE","","4764","4,764","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124338","0","","0","0","0","1","2382","0",""
"1106","SK-2000AP A SCAN & PACHYMETER","","5100","5,100","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124326","0","","0","0","0","1","2550","0","pr-sk-2000a231.jpg"
"1107","AR-1 AUTO REFRACTOMETER","","5230","5,230","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124247","0","","0","0","0","1","2615","0",""
"1108","CM-100","MIRROR CHART ","5800","5,800","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124257","0","","0","0","0","1","2900","0",""
"1109","V-100","VISION SCREENER","5980","5,980","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","123891","0","","0","0","0","1","2990","0",""
"1110","BIO-1000 BUILT-IN PERIMETER(WITH COMPUTER)","","6360","6,360","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124250","0","","0","0","0","1","3180","0","pr-bio-1000326.jpg"
"1111","LUNA PLUS HAND-HELD FUNDUS CAMERA","","6600","6,600","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124302","0","","0","0","0","1","3300","0",""
"1112","YZ23B","SYNOPTOPHORE","6720","6,720","","10","","default","active","0","86","","","6","","","","","","yes","34","Handelswaren","enable","3","","","","","","","","124343","0","","0","0","0","1","3360","0","pr-yz23b278.jpg"
